Name,Definition
modvizpredict(6),"predict ""$v$"" as prediction algorithm=$a$ future_timespan=$f$ holdback=$h$ $p$ lower$ci$=lower$ci$ upper$ci$=upper$ci$ | eval _ft=$f$, _hb=$h$, _vars=""$v$"", _ci=$ci$"
monitor_dns_for_brand_abuse_filter,search *
monitor_email_for_brand_abuse_filter,search *
monitor_registry_keys_for_print_monitors_filter,search *
monitor_web_traffic_for_brand_abuse_filter,search *
ms_exchange_mailbox_replication_service_writing_active_server_pages_filter,search *
ms_scripting_process_loading_ldap_module_filter,search *
ms_scripting_process_loading_wmi_module_filter,search *
msbuild_suspicious_spawned_by_script_process_filter,search *
msexchange_management,sourcetype=MSExchange:management
mshta_spawning_rundll32_or_regsvr32_process_filter,search *
mshtml_module_load_in_office_product_filter,search *
msi_module_loaded_by_non_system_binary_filter,search *
msmpeng_application_dll_side_loading_filter,search *
multiple_archive_files_http_post_traffic_filter,search *
multiple_okta_users_with_invalid_credentials_from_the_same_ip_filter,search *
mvappend_bool(3),"eval ""$field$""=if(match('$bool$', ""1|[Tt]|[Tt][Rr][Uu][Ee]""),mvdedup(mvappend('$field$',""$value$"",NULL)),'$field$')"
mvappend_bool_meval(3),"""$field$""=if('$bool$'==""true"",mvdedup(mvappend('$field$',""$value$"",NULL)),'$field$')"
mvappend_field(2),"eval ""$field1$""=mvdedup(mvappend('$field1$',NULL,'$field2$'))"
mvappend_field_meval(2),"""$field1$""=mvdedup(mvappend('$field1$',NULL,'$field2$'))"
mvappend_is(2),"`mvappend_bool($field$,$value$,""is_$value$"")`"
mvappend_is_meval(2),"`mvappend_bool_meval($field$,$value$,""is_$value$"")`"
mvappend_requires(2),"`mvappend_bool($field$,requires_$value$,""requires_$value$"")`"
mvappend_requires_meval(2),"`mvappend_bool_meval($field$,requires_$value$,""requires_$value$"")`"
mvappend_should(2),"`mvappend_bool($field$,should_$value$,""should_$value$"")`"
mvappend_should_meval(2),"`mvappend_bool_meval($field$,should_$value$,""should_$value$"")`"
mvappend_value(2),"eval ""$field$""=mvdedup(mvappend('$field$',""$value$"",NULL))"
mvdedup(1),"`mvdedup($input$,$input$)`"
mvdedup(2),"eval ""$output$""=mvdedup('$input$')"
mvfilter_field(2),"eval `mvfilter_field_meval($field$,$filter_field$)`"
mvfilter_field_meval(2),"""$field$""=if(mvcount('$filter_field$')=1 AND mvcount('$field$')>1 AND '$field$'='$filter_field$',split(ltrim(replace(""|"".mvjoin('$field$',""|""),""\|"".'$filter_field$',""""),""|""), ""|""),'$field$')"
mvfilter_value(2),"eval ""$field$""=if(mvcount('$field$')>1 AND '$field$'=""$value$"", mvfilter('$field$'!=""$value$""), '$field$')"
mvtruncate(1),"`mvtruncate($input$,$input$,10)`"
mvtruncate(3),"eval ""$output$""=if(mvcount('$input$')>$count$,mvappend(mvindex('$input$',0,$count$-1),NULL,""...truncated...""),'$input$')"
net_localgroup_discovery_filter,search *
net_profiler_uac_bypass_filter,search *
netbackup,"sourcetype=""netbackup_logs"""
netmon-hosts-search,eventtype=netmon_windows | stats count by host | sort +host
network_acl_events,(eventName = CreateNetworkAcl OR eventName = CreateNetworkAclEntry OR eventName = DeleteNetworkAcl OR eventName = DeleteNetworkAclEntry OR eventName = ReplaceNetworkAclEntry OR eventName = ReplaceNetworkAclAssociation)
network_change,"tag=network tag=modify | eval command=if(sourcetype==""opsec_audit"",Operation."" "".ObjectName,command) | fillnull value=unknown dvc,action,user,command"
network_connection_discovery_with_arp_filter,search *
network_connection_discovery_with_net_filter,search *
network_connection_discovery_with_netstat_filter,search *
network_discovery_using_route_windows_app_filter,search *
network_share_discovery_via_dir_command_filter,search *
new_domain_analysis_sparkline_span,1h
ngrok_reverse_proxy_on_network_filter,search *
nishang_powershelltcponeline_filter,search *
nix-netmon-hosts-search,eventtype=netstat | stats count by host | sort +host
nltest_domain_trust_discovery_filter,search *
no_windows_updates_in_a_time_frame_filter,search *
non_chrome_process_accessing_chrome_default_dir_filter,search *
non_firefox_process_access_firefox_profile_dir_filter,search *
notable,"`notable_by_id(""*"")`"
notable,index=notable
notable(1),"source=""$search_name$"" `notable_by_id(""*"")`"
notable_adhoc_invocation(3),"_time=""$time$"" source=""$search_name$"" `notable_by_id($event_id$)` | fields - _raw,*risk_score,*risk_object,*risk_object_type"
notable_by_id(1),"`get_notable_index` | eval `get_event_id_meval`,rule_id=event_id | search event_id=""$event_id$"" | fields - host_* | tags outputfield=tag | `mvappend_field(tag,orig_tag)` | dedup rule_id | `notable_xref_lookup` | `get_correlations` | `get_current_status` | `get_owner` | `get_urgency` | typer | tags outputfield=tag | `mvappend_field(tag,orig_tag)` | `suppression_extract` | `risk_correlation` | `get_mitre_annotations` | `get_notable_type` | `get_orig_source` | `add_normalized_risk_object`"
notable_owners,"inputlookup append=T notable_owners_lookup | join type=outer owner [| rest splunk_server=local count=0 /services/authentication/current-context | eval owner=username,current=username | fields owner,current] | eval owner_realname=if(isnull(realname),owner,realname),sort_name=if(isnotnull(current),""_"",lower(owner_realname)) | sort 0 +sort_name | fields owner,owner_realname"
notable_xref_lookup,"lookup update=true notable_xref_lookup event_id OUTPUTNEW xref_name as notable_xref_name,xref_id as notable_xref_id | eval notable_xref=mvzip(notable_xref_name,notable_xref_id,"":"")"
notable_xref_subsearch(3),"inputlookup append=T notable_xref_lookup where xref_name=""$xref_name$"" xref_id=""$xref_id$"" | eval _time=notable_time | return 100 $output_fields$"
notable_xrefs,from inputlookup:notable_xref_lookup
notable_xrefs(2),"inputlookup append=T notable_xref_lookup where xref_name=""$xref_name$"" xref_id=""$xref_id$"""
notable_xrefs_by_event_id(1),"inputlookup append=T notable_xref_lookup where event_id=""$event_id$"""
notepad_with_no_command_line_arguments_filter,search *
ntdsutil_export_ntds_filter,search *
ntp_startmode,"`ntp_startmode(""*"")`"
ntp_startmode(1),tag=time `service($host$)` | dedup dest
o365-index,index = `o365-index-value`
o365-index-value,o365_security
o365_add_app_role_assignment_grant_user_filter,search *
o365_added_service_principal_filter,search *
o365_bypass_mfa_via_trusted_ip_filter,search *
o365_disable_mfa_filter,search *
o365_excessive_authentication_failures_alert_filter,search *
o365_excessive_sso_logon_errors_filter,search *
o365_management_activity,sourcetype=o365:management:activity
o365_new_federated_domain_added_filter,search *
o365_pst_export_alert_filter,search *
o365_suspicious_admin_email_forwarding_filter,search *
o365_suspicious_rights_delegation_filter,search *
o365_suspicious_user_email_forwarding_filter,search *
office_application_drop_executable_filter,search *
office_application_spawn_regsvr32_process_filter,search *
office_application_spawn_rundll32_process_filter,search *
office_document_creating_schedule_task_filter,search *
office_document_executing_macro_code_filter,search *
office_document_spawned_child_process_to_download_filter,search *
office_product_spawn_cmd_process_filter,search *
office_product_spawning_bitsadmin_filter,search *
office_product_spawning_certutil_filter,search *
office_product_spawning_mshta_filter,search *
office_product_spawning_rundll32_with_no_dll_filter,search *
office_product_spawning_windows_script_host_filter,search *
office_product_spawning_wmic_filter,search *
office_product_writing_cab_or_inf_filter,search *
office_spawning_control_filter,search *
okta,eventtype=okta_log
okta_account_locked_out_filter,search *
okta_account_lockout_events_filter,search *
okta_failed_sso_attempts_filter,search *
okta_mfa_exhaustion_hunt_filter,search *
okta_mismatch_between_source_and_response_for_verify_push_request_filter,search *
okta_multiple_failed_requests_to_access_applications_filter,search *
okta_new_api_token_created_filter,search *
okta_new_device_enrolled_on_account_filter,search *
okta_phishing_detection_with_fastpass_origin_check_filter,search *
okta_risk_threshold_exceeded_filter,search *
okta_suspicious_activity_reported_filter,search *
okta_suspicious_use_of_a_session_cookie_filter,search *
okta_threatinsight_login_failure_with_high_unknown_users_filter,search *
okta_threatinsight_suspected_passwordspray_attack_filter,search *
okta_threatinsight_threat_detected_filter,search *
okta_two_or_more_rejected_okta_pushes_filter,search *
okta_user_logins_from_multiple_cities_filter,search *
open_redirect_in_splunk_web_filter,search *
os_normalization,"eval os=replace(os,""\(R\)"","""") | eval os=replace(os,""\\\\xA8"","""") | eval os=replace(os,""MS Windows"",""Microsoft Windows"") | eval os=replace(os,""^Windows"",""Microsoft Windows"")"
osquery,sourcetype=osquery:results
osquery_pack___coldroot_detection_filter,search *
osquery_process,"eventtype=""osquery-process"""
outbound_network_connection_from_java_using_default_ports_filter,search *
outputcheckpoint_whois,noop
overwriting_accessibility_binaries_filter,search *
papercut_ng_remote_web_access_attempt_filter,search *
papercut_ng_suspicious_behavior_debug_log_filter,search *
papercutng,"sourcetype=""papercutng"""
parse_event_id(1),"rex field=""$event_id$"" ""(?<orig_indexer_guid>.*?)\@\@(?<orig_index>.*?)\@\@(?<orig_event_hash>.*)"""
parse_simplexml_reference,"`comment(""Lookup fqn of referenced title and app"")` | rex field=reference ""ref *= *([\""'])(?<ref_title>.+?)\1"" | rex field=reference ""app *= *([\""'])(?<ref_app>.+?)\1"" `unescape_simplexml(""ref_title"")` | eval ref_app = coalesce(ref_app,app) | dedup fqn ref_app ref_title"
password_policy_discovery_with_net_filter,search *
path_traversal_spl_injection,index=_internal sourcetype=splunkd_ui_access
path_traversal_spl_injection_filter,search *
pci_domains,"inputlookup append=T pci_domains_lookup WHERE pci_domain_source=""static"" | `lower(pci_domain)` | dedup pci_domain | sort + pci_domain | fields pci_domain"
per_panel_filter(2),"`per_panel_filter(""$lookup$"",""$inputFields$"",time())`"
per_panel_filter(3),"`per_panel_filter_lookup(""$lookup$"",""$inputFields$"",$compareTime$)` | search NOT ppf_filter=whitelist | fields - ppf_lookup_type,ppf_st,ppf_et,temp_time | eval ppf_cell=if(isnull(ppf_filter),mvappend("""", $inputFields$),mvappend(ppf_filter,$inputFields$))"
per_panel_filter_lookup(3),"eval temp_time=time(),ppf_lookup_type=""blacklist"" | lookup update=true event_time_field=temp_time $lookup$ $inputFields$,filter as ppf_lookup_type OUTPUT start_time as ppf_st,end_time as ppf_et,filter as ppf_filter | eval ppf_filter=if(ppf_filter=""blacklist"" AND ppf_st<$compareTime$ AND (ppf_et>$compareTime$ OR isnull(ppf_et)),ppf_filter,null()) | fields - ppf_st,ppf_et | eval ppf_lookup_type=""whitelist"" | lookup update=true event_time_field=temp_time $lookup$ $inputFields$,filter as ppf_lookup_type OUTPUTNEW start_time as ppf_st,end_time as ppf_et,filter as ppf_filter | eval ppf_filter=if(ppf_filter=""blacklist"" OR (ppf_filter=""whitelist"" AND ppf_st<$compareTime$ AND (ppf_et>$compareTime$ OR isnull(ppf_et))),ppf_filter,null())"
permission_modification_using_takeown_app_filter,search *
persistent_xss_in_rapiddiag_through_user_interface_views_filter,search *
petitpotam_network_share_access_request_filter,search *
petitpotam_suspicious_kerberos_tgt_request_filter,search *
ping_sleep_batch_command_filter,search *
plain_http_post_exfiltrated_data_filter,search *
port_protocol_tracker,inputlookup append=T port_protocol_tracker | `get_application_protocol`
possible_browser_pass_view_parameter_filter,search *
possible_lateral_movement_powershell_spawn_filter,search *
potential_password_in_username_false_positive_reduction,search *
potential_password_in_username_filter,search *
potentially_malicious_code_on_cmdline_tokenize_score,"eval orig_process=process, process=replace(lower(process), ""`"", """") | makemv tokenizer=""([\w\d\-]+)"" process | eval unusual_cmdline_feature_for=if(match(process, ""^for$""), mvcount(mvfilter(match(process, ""^for$""))), 0), unusual_cmdline_feature_netsh=if(match(process, ""^netsh$""), mvcount(mvfilter(match(process, ""^netsh$""))), 0), unusual_cmdline_feature_readbytes=if(match(process, ""^readbytes$""), mvcount(mvfilter(match(process, ""^readbytes$""))), 0), unusual_cmdline_feature_set=if(match(process, ""^set$""), mvcount(mvfilter(match(process, ""^set$""))), 0), unusual_cmdline_feature_unrestricted=if(match(process, ""^unrestricted$""), mvcount(mvfilter(match(process, ""^unrestricted$""))), 0), unusual_cmdline_feature_winstations=if(match(process, ""^winstations$""), mvcount(mvfilter(match(process, ""^winstations$""))), 0), unusual_cmdline_feature_-value=if(match(process, ""^-value$""), mvcount(mvfilter(match(process, ""^-value$""))), 0), unusual_cmdline_feature_compression=if(match(process, ""^compression$""), mvcount(mvfilter(match(process, ""^compression$""))), 0), unusual_cmdline_feature_server=if(match(process, ""^server$""), mvcount(mvfilter(match(process, ""^server$""))), 0), unusual_cmdline_feature_set-mppreference=if(match(process, ""^set-mppreference$""), mvcount(mvfilter(match(process, ""^set-mppreference$""))), 0), unusual_cmdline_feature_terminal=if(match(process, ""^terminal$""), mvcount(mvfilter(match(process, ""^terminal$""))), 0), unusual_cmdline_feature_-name=if(match(process, ""^-name$""), mvcount(mvfilter(match(process, ""^-name$""))), 0), unusual_cmdline_feature_catch=if(match(process, ""^catch$""), mvcount(mvfilter(match(process, ""^catch$""))), 0), unusual_cmdline_feature_get-wmiobject=if(match(process, ""^get-wmiobject$""), mvcount(mvfilter(match(process, ""^get-wmiobject$""))), 0), unusual_cmdline_feature_hklm=if(match(process, ""^hklm$""), mvcount(mvfilter(match(process, ""^hklm$""))), 0), unusual_cmdline_feature_streamreader=if(match(process, ""^streamreader$""), mvcount(mvfilter(match(process, ""^streamreader$""))), 0), unusual_cmdline_feature_system32=if(match(process, ""^system32$""), mvcount(mvfilter(match(process, ""^system32$""))), 0), unusual_cmdline_feature_username=if(match(process, ""^username$""), mvcount(mvfilter(match(process, ""^username$""))), 0), unusual_cmdline_feature_webrequest=if(match(process, ""^webrequest$""), mvcount(mvfilter(match(process, ""^webrequest$""))), 0), unusual_cmdline_feature_count=if(match(process, ""^count$""), mvcount(mvfilter(match(process, ""^count$""))), 0), unusual_cmdline_feature_webclient=if(match(process, ""^webclient$""), mvcount(mvfilter(match(process, ""^webclient$""))), 0), unusual_cmdline_feature_writeallbytes=if(match(process, ""^writeallbytes$""), mvcount(mvfilter(match(process, ""^writeallbytes$""))), 0), unusual_cmdline_feature_convert=if(match(process, ""^convert$""), mvcount(mvfilter(match(process, ""^convert$""))), 0), unusual_cmdline_feature_create=if(match(process, ""^create$""), mvcount(mvfilter(match(process, ""^create$""))), 0), unusual_cmdline_feature_function=if(match(process, ""^function$""), mvcount(mvfilter(match(process, ""^function$""))), 0), unusual_cmdline_feature_net=if(match(process, ""^net$""), mvcount(mvfilter(match(process, ""^net$""))), 0), unusual_cmdline_feature_com=if(match(process, ""^com$""), mvcount(mvfilter(match(process, ""^com$""))), 0), unusual_cmdline_feature_http=if(match(process, ""^http$""), mvcount(mvfilter(match(process, ""^http$""))), 0), unusual_cmdline_feature_io=if(match(process, ""^io$""), mvcount(mvfilter(match(process, ""^io$""))), 0), unusual_cmdline_feature_system=if(match(process, ""^system$""), mvcount(mvfilter(match(process, ""^system$""))), 0), unusual_cmdline_feature_new-object=if(match(process, ""^new-object$""), mvcount(mvfilter(match(process, ""^new-object$""))), 0), unusual_cmdline_feature_if=if(match(process, ""^if$""), mvcount(mvfilter(match(process, ""^if$""))), 0), unusual_cmdline_feature_threading=if(match(process, ""^threading$""), mvcount(mvfilter(match(process, ""^threading$""))), 0), unusual_cmdline_feature_mutex=if(match(process, ""^mutex$""), mvcount(mvfilter(match(process, ""^mutex$""))), 0), unusual_cmdline_feature_cryptography=if(match(process, ""^cryptography$""), mvcount(mvfilter(match(process, ""^cryptography$""))), 0), unusual_cmdline_feature_computehash=if(match(process, ""^computehash$""), mvcount(mvfilter(match(process, ""^computehash$""))), 0)"
potentially_malicious_code_on_commandline_filter,search *
powershell,"(source=WinEventLog:Microsoft-Windows-PowerShell/Operational OR source=""XmlWinEventLog:Microsoft-Windows-PowerShell/Operational"")"
powershell_4104_hunting_filter,search *
powershell___connect_to_internet_with_hidden_window_filter,search *
powershell_com_hijacking_inprocserver32_modification_filter,search *
powershell_creating_thread_mutex_filter,search *
powershell_disable_security_monitoring_filter,search *
powershell_domain_enumeration_filter,search *
powershell_enable_powershell_remoting_filter,search *
powershell_enable_smb1protocol_feature_filter,search *
powershell_execute_com_object_filter,search *
powershell_fileless_process_injection_via_getprocaddress_filter,search *
powershell_fileless_script_contains_base64_encoded_content_filter,search *
powershell_get_localgroup_discovery_filter,search *
powershell_get_localgroup_discovery_with_script_block_logging_filter,search *
powershell_invoke_cimmethod_cimsession_filter,search *
powershell_invoke_wmiexec_usage_filter,search *
powershell_load_module_in_meterpreter_filter,search *
powershell_loading_dotnet_into_memory_via_reflection_filter,search *
powershell_processing_stream_of_data_filter,search *
powershell_remote_thread_to_known_windows_process_filter,search *
powershell_remove_windows_defender_directory_filter,search *
powershell_start_bitstransfer_filter,search *
powershell_start_or_stop_service_filter,search *
powershell_using_memory_as_backing_store_filter,search *
powershell_windows_defender_exclusion_commands_filter,search *
ppf_subsearch(3),"inputlookup append=t $lookup$ | table $inputFields$ | dedup $inputFields$ | `per_panel_filter_lookup(""$lookup$"",""$inputFields$"",$compareTime$)` | search ppf_filter=whitelist | table $inputFields$ | format | table search"
ppf_subsearch_dm(4),"inputlookup append=t $lookup$ | table $inputFields$ | dedup $inputFields$ | `per_panel_filter_lookup(""$lookup$"",""$inputFields$"",$compareTime$)` | search ppf_filter=whitelist | table $inputFields$ | rename * as $object$.* | format | table search"
ppf_updates,eventtype=ppf_updates | fillnull value=unknown filter | fillnull value=edit action
prepend_alias_assets(1),"_key as $subject$_asset_id,asset as $subject$_asset,asset_tag as $subject$_asset_tag,bunit as $subject$_bunit,category as $subject$_category,city as $subject$_city,country as $subject$_country,dns as $subject$_dns,ip as $subject$_ip,is_expected as $subject$_is_expected,lat as $subject$_lat,long as $subject$_long,mac as $subject$_mac,nt_host as $subject$_nt_host,owner as $subject$_owner,pci_domain as $subject$_pci_domain,priority as $subject$_priority,requires_av as $subject$_requires_av,should_timesync as $subject$_should_timesync,should_update as $subject$_should_update"
prepend_alias_identities(1),"_key as $subject$_identity_id,bunit as $subject$_bunit,category as $subject$_category,email as $subject$_email,endDate as $subject$_endDate,first as $subject$_first,identity as $subject$_identity,identity_tag as $subject$_identity_tag,last as $subject$_last,managedBy as $subject$_managedBy,nick as $subject$_nick,phone as $subject$_phone,prefix as $subject$_prefix,priority as $subject$_priority,startDate as $subject$_startDate,suffix as $subject$_suffix,watchlist as $subject$_watchlist,work_city as $subject$_work_city,work_country as $subject$_work_country,work_lat as $subject$_work_lat,work_long as $subject$_work_long"
prepend_assets(1),rename `prepend_alias_assets($subject$)`
prepend_identities(1),rename `prepend_alias_identities($subject$)`
prevent_automatic_repair_mode_using_bcdedit_filter,search *
previously_seen_cloud_api_calls_per_user_role_forget_window,"""-90d@d"""
previously_seen_cloud_compute_creations_by_user_search_window_begin_offset,"""-70m@m"""
previously_seen_cloud_compute_image_search_window_begin_offset,"""-70m@m"""
previously_seen_cloud_compute_images_forget_window,"""-90d@d"""
previously_seen_cloud_compute_instance_type_forget_window,"""-90d@d"""
previously_seen_cloud_compute_instance_types_search_window_begin_offset,"""-70m@m"""
previously_seen_cloud_instance_modifications_by_user_search_window_begin_offset,"""-70m@m"""
previously_seen_cloud_provisioning_activity_forget_window,"""-90d@d"""
previously_seen_cloud_region_forget_window,"""-90d@d"""
previously_seen_cloud_regions_search_window_begin_offset,"""-70m@m"""
previously_seen_windows_services_forget_window,"""-90d@d"""
previously_seen_windows_services_window,"""-70m@m"""
previously_seen_zoom_child_processes_forget_window,"""-90d@d"""
previously_seen_zoom_child_processes_window,"""-70m@m"""
previously_unseen_cloud_provisioning_activity_window,"""-70m@m"""
primary_functions,inputlookup append=T primary_function_lookup
primary_functions_tracker,"inputlookup append=T localprocesses_tracker | `get_primary_function(process)` | inputlookup append=T services_tracker | where isnotnull(process) OR (isnotnull(service) AND start_mode!=""Auto"") | `get_primary_function(service)` | inputlookup append=T listeningports_tracker | `get_primary_function-port` | `get_asset(dest)` | `get_identity4events(dest_owner)`"
primary_functions_tracker(1),"inputlookup append=T localprocesses_tracker where `tracker_trp($timefield$,$timefield$)` | `get_primary_function(process)` | inputlookup append=T services_tracker where `tracker_trp($timefield$,$timefield$)` | where isnotnull(process) OR (isnotnull(service) AND start_mode!=""Auto"") | `get_primary_function(service)` | inputlookup append=T listeningports_tracker where `tracker_trp($timefield$,$timefield$)` | `get_primary_function-port` | `get_asset(dest)` | `get_identity4events(dest_owner)`"
print_processor_registry_autostart_filter,search *
print_spooler_adding_a_printer_driver_filter,search *
print_spooler_failed_to_load_a_plug_in_filter,search *
printservice,"source=""wineventlog:microsoft-windows-printservice/operational"" OR source=""WinEventLog:Microsoft-Windows-PrintService/Admin"""
process_bitsadmin,(Processes.process_name=bitsadmin.exe OR Processes.original_file_name=bitsadmin.exe)
process_certutil,(Processes.process_name=certutil.exe OR Processes.original_file_name=CertUtil.exe)
process_cmd,(Processes.process_name=cmd.exe OR Processes.original_file_name=Cmd.Exe)
process_copy,(Processes.process_name=copy.exe OR Processes.original_file_name=copy.exe OR Processes.process_name=xcopy.exe OR Processes.original_file_name=xcopy.exe)
process_creating_lnk_file_in_suspicious_location_filter,search *
process_csc,(Processes.process_name=csc.exe OR Processes.original_file_name=csc.exe)
process_curl,(Processes.process_name=curl.exe OR Processes.original_file_name=Curl.exe)
process_deleting_its_process_file_path_filter,search *
process_diskshadow,(Processes.process_name=diskshadow.exe OR Processes.original_file_name=diskshadow.exe)
process_dllhost,(Processes.process_name=dllhost.exe OR Processes.original_file_name=dllhost.exe)
process_dsquery,(Processes.process_name=dsquery.exe OR Processes.original_file_name=dsquery.exe)
process_dxdiag,(Processes.process_name=dxdiag.exe OR Processes.original_file_name=dxdiag.exe)
process_esentutl,(Processes.process_name=esentutl.exe OR Processes.original_file_name=esentutl.exe)
process_execution_via_wmi_filter,search *
process_fodhelper,(Processes.process_name=fodhelper.exe OR Processes.original_file_name=FodHelper.EXE)
process_gpupdate,(Processes.process_name=gpupdate.exe OR Processes.original_file_name=GPUpdate.exe)
process_hh,(Processes.process_name=hh.exe OR Processes.original_file_name=HH.EXE)
process_installutil,(Processes.process_name=installutil.exe OR Processes.original_file_name=InstallUtil.exe)
process_intel,`process_intel_by_threat_key(*)`
process_intel_by_threat_key(1),"inputlookup append=T process_intel where threat_key=""$threat_key$"" | fillnull value=0 updated,disabled | `set_threat_collection_name(""process_intel"")` | `get_threat_attribution_weight(threat_key)`"
process_intel_stats,"dc(process),dc(process_file_name),dc(process_handle_name),dc(src),dc(dest)"
process_kill_base_on_file_path_filter,search *
process_microsoftworkflowcompiler,(Processes.process_name=microsoft.workflow.compiler.exe OR Processes.original_file_name=Microsoft.Workflow.Compiler.exe)
process_msbuild,(Processes.process_name=msbuild.exe OR Processes.original_file_name=MSBuild.exe)
process_mshta,(Processes.process_name=mshta.exe OR Processes.original_file_name=MSHTA.EXE)
process_msiexec,(Processes.process_name=msiexec.exe OR Processes.original_file_name=msiexec.exe)
process_net,"(Processes.process_name=""net.exe"" OR Processes.original_file_name=""net.exe"" OR Processes.process_name=""net1.exe"" OR Processes.original_file_name=""net1.exe"")"
process_netsh,(Processes.process_name=netsh.exe OR Processes.original_file_name=netsh.exe)
process_nltest,(Processes.process_name=nltest.exe OR Processes.original_file_name=nltestrk.exe)
process_ntdsutil,(Processes.process_name=ntdsutil.exe OR Processes.original_file_name=ntdsutil.exe)
process_ping,(Processes.process_name=ping.exe OR Processes.original_file_name=ping.exe)
process_powershell,(Processes.process_name=pwsh.exe OR Processes.process_name=sqlps.exe OR Processes.process_name=sqltoolsps.exe OR Processes.process_name=powershell.exe OR Processes.process_name=powershell_ise.exe OR Processes.original_file_name=pwsh.dll OR Processes.original_file_name=PowerShell.EXE OR Processes.original_file_name=powershell_ise.EXE)
process_procdump,(Processes.process_name=procdump.exe OR Processes.process_name=procdump64.exe OR Processes.original_file_name=procdump)
process_psexec,(Processes.process_name=psexec.exe OR Processes.process_name=psexec64.exe OR Processes.original_file_name=psexec.c)
process_rclone,(Processes.original_file_name=rclone.exe OR Processes.process_name=rclone.exe)
process_reg,(Processes.process_name=reg.exe OR Processes.original_file_name=reg.exe)
process_regasm,(Processes.process_name=regasm.exe OR Processes.original_file_name=RegAsm.exe)
process_regsvcs,(Processes.process_name=regsvcs.exe OR Processes.original_file_name=RegSvcs.exe)
process_regsvr32,(Processes.process_name=regsvr32.exe OR Processes.original_file_name=REGSVR32.EXE)
process_route,(Processes.process_name=route.exe OR Processes.original_file_name=route.exe)
process_runas,(Processes.process_name=runas.exe OR Processes.original_file_name=runas.exe)
process_rundll32,(Processes.process_name=rundll32.exe OR Processes.original_file_name=RUNDLL32.EXE)
process_schtasks,(Processes.process_name=schtasks.exe OR Processes.original_file_name=schtasks.exe)
process_sdelete,(Processes.process_name=sdelete.exe OR Processes.original_file_name=sdelete.exe)
process_setspn,(Processes.process_name=setspn.exe OR Processes.original_file_name=setspn.exe)
process_verclsid,(Processes.process_name=verclsid.exe OR Processes.original_file_name=verclsid.exe)
process_vssadmin,(Processes.process_name=vssadmin.exe OR Processes.original_file_name=VSSADMIN.EXE)
process_wbadmin,(Processes.process_name=wbadmin.exe OR Processes.original_file_name=WBADMIN.EXE)
process_wermgr,(Processes.process_name=wermgr.exe OR Processes.original_file_name=wermgr.EXE)
process_wmic,(Processes.process_name=wmic.exe OR Processes.original_file_name=wmic.exe)
process_writing_dynamicwrapperx_filter,search *
processes_created_by_netsh_filter,search *
processes_launching_netsh_filter,search *
processes_tapping_keyboard_events_filter,search *
prohibited_apps_launching_cmd,"| inputlookup prohibited_apps_launching_cmd | rename prohibited_applications as parent_process_name | eval parent_process_name=""*"" . parent_process_name | table parent_process_name"
prohibited_network_traffic_allowed_filter,search *
prohibited_software_on_endpoint_filter,search *
prohibited_softwares,lookup prohibited_softwares app as process_name OUTPUT is_prohibited | search is_prohibited=True
prohibited_traffic,"`prohibited_traffic(""category"")`"
prohibited_traffic(1),`prohibited_traffic_by_$qual$`
prohibited_traffic_by_category,"inputlookup append=T prohibited_traffic_lookup_by_category | fields transport,src_category,dest_category,dest_port,is_prohibited,is_secure,note"
prohibited_traffic_by_pci_domain,"inputlookup append=T prohibited_traffic_lookup_by_pci_domain | fields transport,src_pci_domain,dest_pci_domain,dest_port,is_prohibited,is_secure,note"
protocol_or_port_mismatch_filter,search *
protocols_passing_authentication_in_cleartext_filter,search *
proxy,"tag=web tag=proxy | tags outputfield=tag | fillnull value="""" uri_scheme,dest,uri_path,uri_query | eval url=if(isnull(url),uri_scheme.""://"".dest.uri_path.uri_query,url) | eval url=trim(url,"" "") | eval url=if(url==""://"",""-"",url) | eval url_length=len(url) | fillnull value=""-"" action,category,status,src,http_content_type,http_method,http_referrer,http_user_agent,user | fillnull value=0 bytes_in,bytes_out | eval dest=if(dest=="""",""-"",dest)"
proxyshell_proxynotshell_behavior_detected_filter,search *
randomly_generated_scheduled_task_name_filter,search *
randomly_generated_windows_service_name_filter,search *
ransomware_extensions,lookup update=true ransomware_extensions_lookup Extensions AS file_extension OUTPUT Name | search Name !=False
ransomware_notes,"lookup ransomware_notes_lookup ransomware_notes as file_name OUTPUT status as ""Known Ransomware Notes"" | search ""Known Ransomware Notes""=True"
ransomware_notes_bulk_creation_filter,search *
recommended_datamodel_attributes(2),"datamodel ""$model$"" ""$object$"" | spath output=calcs path=calculations{} | spath output=fields path=fields{} | eval outfields=mvappend(fields,NULL,calcs) | mvexpand outfields | spath output=fields input=outfields path=outputFields{} | eval fields=if(isnull(fields),outfields,fields) | mvexpand fields | spath output=field input=fields path=fieldName | spath output=recommended input=fields path=comment.recommended | search recommended=""true"" | table field | sort field"
recon_avproduct_through_pwh_or_wmi_filter,search *
recon_using_wmi_class_filter,search *
recursive_delete_of_directory_in_batch_cmd_filter,search *
reg_exe_manipulating_windows_services_registry_keys_filter,search *
reg_exe_used_to_hide_files_directories_via_registry_keys_filter,search *
regex_spl_param_value(2),"""(\""(?<ref_$r1$>([^\\\\\""]|\\\\.)*)\""|(?<ref_$r2$>[^|\""',\[\]= \r\n]+))([|\""',\[\] \r\n]|$)"""
registry_intel,`registry_intel_by_threat_key(*)`
